uid,title_fr,description_fr,longdescription_fr,location_city,location_department,location_postalcode,firstdate_begin,lastdate_end,text_to_embed
76016353,"Le Salon luxe, mode et design",Vous êtes au lycée ou en études supérieures et vous réfléchissez à votre futur parcours d’études ?,"<p>Le Salon de l'Etudiant luxe, mode et design 2025 à Paris est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.<br>Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.<br>A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation.</p>",Paris,Paris,75012,2025-10-18T08:00:00+00:00,2025-10-18T16:00:00+00:00,"Titre: Le Salon luxe, mode et design
Lieu: Paris (Paris)
Date: du 2025-10-18T08:00:00+00:00 au 2025-10-18T16:00:00+00:00
Description: Le Salon de l'Etudiant luxe, mode et design 2025 à Paris est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.
Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.
A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation."
85996650,Le Salon métiers du vivant,Vous êtes au lycée ou en études supérieures et vous réfléchissez à votre futur parcours d’études ?,"<p>Le Salon métiers du vivant 2025 est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.<br>Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.<br>A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation.</p>",Paris,Paris,75012,2025-10-18T08:00:00+00:00,2025-10-18T16:00:00+00:00,"Titre: Le Salon métiers du vivant
Lieu: Paris (Paris)
Date: du 2025-10-18T08:00:00+00:00 au 2025-10-18T16:00:00+00:00
Description: Le Salon métiers du vivant 2025 est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.
Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.
A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation."
93355689,"Le Salon apprentissage, alternance et métiers",Vous envisagez une alternance mais êtes indécis sur la formation à choisir ou le métier à exercer ?,"<p>Participez au Salon de l'Etudiant formations et recrutement en alternance 2026 à Paris, un événement dédié non seulement aux étudiants à la recherche de formations en alternance et de contrats, mais aussi aux collégiens curieux des métiers, aux lycéens, notamment de filières professionnelles, qui planifient leur avenir dans l'enseignement supérieur, et aux individus hors parcours scolaire souhaitant entreprendre une formation en alternance jusqu'à l'âge de 30 ans.<br>Profitez de ce salon pour explorer les multiples possibilités, avec des exposants dédiés au recrutement, des conférences, des ateliers, et des conseils sur mesure. C'est l'opportunité idéale pour s'informer sur les débouchés professionnels, les conditions d'admission, et les programmes disponibles, tout en développant votre réseau et précisant vos choix d'orientation.</p>",Paris,Paris,75015,2026-03-13T09:00:00+00:00,2026-03-14T17:00:00+00:00,"Titre: Le Salon apprentissage, alternance et métiers
Lieu: Paris (Paris)
Date: du 2026-03-13T09:00:00+00:00 au 2026-03-14T17:00:00+00:00
Description: Participez au Salon de l'Etudiant formations et recrutement en alternance 2026 à Paris, un événement dédié non seulement aux étudiants à la recherche de formations en alternance et de contrats, mais aussi aux collégiens curieux des métiers, aux lycéens, notamment de filières professionnelles, qui planifient leur avenir dans l'enseignement supérieur, et aux individus hors parcours scolaire souhaitant entreprendre une formation en alternance jusqu'à l'âge de 30 ans.
Profitez de ce salon pour explorer les multiples possibilités, avec des exposants dédiés au recrutement, des conférences, des ateliers, et des conseils sur mesure. C'est l'opportunité idéale pour s'informer sur les débouchés professionnels, les conditions d'admission, et les programmes disponibles, tout en développant votre réseau et précisant vos choix d'orientation."
391848,"Le Salon tourisme, hôtellerie et restauration",Vous êtes au lycée ou en études supérieures et vous réfléchissez à votre futur parcours d’études ?,"<p>Le Salon de l'Etudiant tourisme, hôtellerie et restauration 2025 à Paris est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.<br>Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.<br>A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation.</p>",Paris,Paris,75012,2025-10-18T08:00:00+00:00,2025-10-18T16:00:00+00:00,"Titre: Le Salon tourisme, hôtellerie et restauration
Lieu: Paris (Paris)
Date: du 2025-10-18T08:00:00+00:00 au 2025-10-18T16:00:00+00:00
Description: Le Salon de l'Etudiant tourisme, hôtellerie et restauration 2025 à Paris est le rendez-vous incontournable pour éclairer votre projet d'orientation et façonner votre avenir.
Cet événement, dédié à l'orientation et à la formation rassemble des représentants d'établissements d'enseignement supérieur, de grandes écoles, d'universités, d'instituts et d'organismes de formation spécialisés. Il vous offre l’opportunité de découvrir un large panel de formations et d'échanger avec des professionnels qualifiés.
A travers des conférences, des ateliers et des stands d'information, renseignez-vous sur les débouchés professionnels, les conditions d'admission, les programmes de formation, tout en développant votre réseau et en affinant vos choix d’orientation."
2158243,DISCOBOLE : Stéphane Hoareau_GRAND SORCIER,Le quintette Grand Sorcier mélange l’esprit du maloya et celui du free jazz... Deux musiques de résistance et de liberté.,"<p>Avec Grand Sorcier, Stéphane Hoareau cherche à mêler aux tourneries ternaires et aux formules représentatives du maloya, les instruments et les improvisations survoltées, hors carcan, du free jazz. Pour diriger tout ce beau monde, le guitariste a sensibilisés les musicien.nes aux fabrications du maloya, à ses structures, à ses cellules, à ses constructions en questions-réponses, avec des saxophonistes utilisés comme des chanteurs : un canevas initial propice aux prises de risques les plus audacieuses.<br>Discobole Cie &amp; Label est conventionnée DRAC sur la période 2025 2026.</p>",Paris,Paris,75020,2026-06-26T19:00:00+00:00,2026-06-26T20:30:00+00:00,"Titre: DISCOBOLE : Stéphane Hoareau_GRAND SORCIER
Lieu: Paris (Paris)
Date: du 2026-06-26T19:00:00+00:00 au 2026-06-26T20:30:00+00:00
Description: Avec Grand Sorcier, Stéphane Hoareau cherche à mêler aux tourneries ternaires et aux formules représentatives du maloya, les instruments et les improvisations survoltées, hors carcan, du free jazz. Pour diriger tout ce beau monde, le guitariste a sensibilisés les musicien.nes aux fabrications du maloya, à ses structures, à ses cellules, à ses constructions en questions-réponses, avec des saxophonistes utilisés comme des chanteurs : un canevas initial propice aux prises de risques les plus audacieuses.
Discobole Cie &amp; Label est conventionnée DRAC sur la période 2025 2026."
66860840,PEGAZZ & l'HELICON : Dancing Birds — Release Party,"Dancing Bird(s), ce sont trois oiseaux un peu fous qui se baladent en liberté dans l'espace du son, là où le souffle passe d'une brise légère à une tempête en un instant...","<p>Dancing Bird(s), ce sont trois oiseaux un peu fous qui se baladent en liberté dans l'espace du son, là où le souffle passe d'une brise légère à une tempête en un instant.</p>
<p>Ces trois maîtres dans l’art de l’improvisation présentent une musique organique et vibratoire, où le chant est au coeur de la création. Comme aimait à le chanter Léo Ferré, 'l'amour ça se prend et puis ça se jette’, ici, c'est la musique qui se prend et qui surtout ne se jette pas !<br><em><strong>Le collectif PEGAZZ &amp; l'HELICON conventionné par la DRAC Ile-de-France sur la période 2025-2026</strong></em></p>",Paris,Paris,75013,2026-07-03T17:30:00+00:00,2026-07-03T18:30:00+00:00,"Titre: PEGAZZ & l'HELICON : Dancing Birds — Release Party
Lieu: Paris (Paris)
Date: du 2026-07-03T17:30:00+00:00 au 2026-07-03T18:30:00+00:00
Description: Dancing Bird(s), ce sont trois oiseaux un peu fous qui se baladent en liberté dans l'espace du son, là où le souffle passe d'une brise légère à une tempête en un instant.
Ces trois maîtres dans l’art de l’improvisation présentent une musique organique et vibratoire, où le chant est au coeur de la création. Comme aimait à le chanter Léo Ferré, 'l'amour ça se prend et puis ça se jette’, ici, c'est la musique qui se prend et qui surtout ne se jette pas !
<em><strong>Le collectif PEGAZZ &amp; l'HELICON conventionné par la DRAC Ile-de-France sur la période 2025-2026</strong></em>"
87971728,LES CRIS DE PARIS - Revue des tumerels,"Cabaret ""Revue des Tumerels"" par François Chaignaud & Geoffroy Jourdain. Une production de Mandorle et les Cris de Paris.","<p>A la source de ce projet est un rêve simple, maintes fois formulé : dessiner une communauté d’artistes chantant et dansant, enjambant les clôtures connues de ces deux disciplines, historiquement sœurs et rivales. Créer une telle communauté, dans laquelle tou.te.s indistinctement chantent et dansent est à la fois une façon d’entretenir le rêve d’un art total et un geste spirituel qui célèbre ce qu’il y a de plus vulnérable et de plus malléable : nos muscles, nos diaphragmes, nos voix. De quelles (im)puissances nos corps sont-ils capables ?<br>Nous avons réuni en février 2020 treize artistes aux parcours hétérogènes, à la croisée de la danse et du chant, et posé les bases de l’invention d’une pratique commune, qui est la matrice souterraine, le sujet autant que le moyen du spectacle à venir. Cette pratique, étirée sur près de trois années, fait le pari de placer les corps dans un état d’apprentissage, d’invention de facultés, de transformation, de transition. Ce processus individuel et collectif n’est pas qu’une propédeutique (préparation) : la foi quasi magique en la plasticité de nos corps traverse tout le projet.<br>t u m u l u s révèle les (in)capacités des corps vivants face à ce qui les dépasse et les abandonne, incarne le geste des survivant.e.s qui résistent, le son qu’une époque imagine pour la fin des temps, ou l’édifice (musical) qui accompagne les défunts.</p>
<p><em><strong>L'ensemble LES CRIS DE PARIS est soutenu par la DRAC Ile-de-France en conventionnement 2026-2027-2028</strong></em></p>",Paris,Paris,75008,2025-12-20T19:00:00+00:00,2025-12-20T21:30:00+00:00,"Titre: LES CRIS DE PARIS - Revue des tumerels
Lieu: Paris (Paris)
Date: du 2025-12-20T19:00:00+00:00 au 2025-12-20T21:30:00+00:00
Description: A la source de ce projet est un rêve simple, maintes fois formulé : dessiner une communauté d’artistes chantant et dansant, enjambant les clôtures connues de ces deux disciplines, historiquement sœurs et rivales. Créer une telle communauté, dans laquelle tou.te.s indistinctement chantent et dansent est à la fois une façon d’entretenir le rêve d’un art total et un geste spirituel qui célèbre ce qu’il y a de plus vulnérable et de plus malléable : nos muscles, nos diaphragmes, nos voix. De quelles (im)puissances nos corps sont-ils capables ?
Nous avons réuni en février 2020 treize artistes aux parcours hétérogènes, à la croisée de la danse et du chant, et posé les bases de l’invention d’une pratique commune, qui est la matrice souterraine, le sujet autant que le moyen du spectacle à venir. Cette pratique, étirée sur près de trois années, fait le pari de placer les corps dans un état d’apprentissage, d’invention de facultés, de transformation, de transition. Ce processus individuel et collectif n’est pas qu’une propédeutique (préparation) : la foi quasi magique en la plasticité de nos corps traverse tout le projet.
t u m u l u s révèle les (in)capacités des corps vivants face à ce qui les dépasse et les abandonne, incarne le geste des survivant.e.s qui résistent, le son qu’une époque imagine pour la fin des temps, ou l’édifice (musical) qui accompagne les défunts.
<em><strong>L'ensemble LES CRIS DE PARIS est soutenu par la DRAC Ile-de-France en conventionnement 2026-2027-2028</strong></em>"
97090514,Visite libre de l'Espace muséal de la Fédération française de basket-ball,Visite libre de l'espace muséal,"<p>Médailles, photographies, maillots, trophées mais aussi récits, anecdotes, explications...Un lieu pour se plonger librement dans l'histoire du basket-ball grâce aux objets du Musée du Basket et aux membres de la Commission Patrimoine et Légendes de la FFBB.<br>Tout au long de la journée, les visiteurs pourront également échanger avec le Club des Internationaux qui ont tous porté le maillot de l'équipe de France de basket-ball. En cette année de bicentenaire de la photographie, certains tirages issus du fonds photographique du Musée du Basket seront exposés aux visiteurs.</p>",Paris,Paris,75013,2026-09-19T08:00:00+00:00,2026-09-19T16:00:00+00:00,"Titre: Visite libre de l'Espace muséal de la Fédération française de basket-ball
Lieu: Paris (Paris)
Date: du 2026-09-19T08:00:00+00:00 au 2026-09-19T16:00:00+00:00
Description: Médailles, photographies, maillots, trophées mais aussi récits, anecdotes, explications...Un lieu pour se plonger librement dans l'histoire du basket-ball grâce aux objets du Musée du Basket et aux membres de la Commission Patrimoine et Légendes de la FFBB.
Tout au long de la journée, les visiteurs pourront également échanger avec le Club des Internationaux qui ont tous porté le maillot de l'équipe de France de basket-ball. En cette année de bicentenaire de la photographie, certains tirages issus du fonds photographique du Musée du Basket seront exposés aux visiteurs."
49576389,Visite guidée de la soufflerie Eiffel,Visite commentée,"<p><strong>La Soufflerie Eiffel où comment ce joyau de notre patrimoine scientifique est encore en activité après plus de 110 ans de service !</strong><br>Tout le monde connaît Gustave Eiffel pour ses ouvrages, mais peu connaissent sa seconde carrière, celle dévouée au développement d’une science naissante au début du XXème siècle : l’aérodynamique.<br>De cette seconde carrière est née, en 1912, la Soufflerie « Eiffel » située en plein cœur de Paris, dans le 16e arrondissement et toujours en activité aujourd’hui !<br>Nous vous proposons à travers cette visite de revenir sur la naissance de ce joyau de notre patrimoine scientifique et son évolution jusqu’à ce jour qui, après 114 ans, continue d’accompagner les scientifiques et industriels dans le développement de leurs innovations et la fiabilisation de leurs produits.</p>",Paris,Paris,75016,2026-09-19T07:00:00+00:00,2026-09-20T14:30:00+00:00,"Titre: Visite guidée de la soufflerie Eiffel
Lieu: Paris (Paris)
Date: du 2026-09-19T07:00:00+00:00 au 2026-09-20T14:30:00+00:00
Description: <strong>La Soufflerie Eiffel où comment ce joyau de notre patrimoine scientifique est encore en activité après plus de 110 ans de service !</strong>
Tout le monde connaît Gustave Eiffel pour ses ouvrages, mais peu connaissent sa seconde carrière, celle dévouée au développement d’une science naissante au début du XXème siècle : l’aérodynamique.
De cette seconde carrière est née, en 1912, la Soufflerie « Eiffel » située en plein cœur de Paris, dans le 16e arrondissement et toujours en activité aujourd’hui !
Nous vous proposons à travers cette visite de revenir sur la naissance de ce joyau de notre patrimoine scientifique et son évolution jusqu’à ce jour qui, après 114 ans, continue d’accompagner les scientifiques et industriels dans le développement de leurs innovations et la fiabilisation de leurs produits."
81805400,"Visite commentée d'une église au style baroque italien : l'église Saint-Joseph-des-Carmes, un site exceptionnel à Paris",Visite commentée,"<p>L'église Saint-Joseph-des-Carmes est un site exceptionnel à Paris. Église au style baroque italien, elle accueille au début du XVIIe siècle la première communauté de frères Carmes Déchaux en France après la réforme menée par sainte Thérèse d'Avila. En 1792, l'église fut transformée en prison pour les prêtres réfractaires refusant de signer la ""Constitution civile du Clergé"". Plus de 110 prêtres et évêques ont été martyrisés le 2 septembre de cette même année dans les jardins attenants à l'église. Une crypte leur est consacrée. Au XIXe siècle, le Père Lacordaire réimplanta l'ordre dominicain en cette église et se lia d'amitié avec Frédéric Ozanam, précurseur du ""catholicisme social"" . Frédéric Ozanam, fondateur des ""Conférences Saint Vincent de Paul"", meurt à 40 ans après s'être dévoué au plus pauvres. Enterré dans la crypte de l'église Saint-Joseph, il a été béatifié en 1997 par le pape Jean-Paul II lors de son voyage à Paris à l'occasion des Journées Mondiales de la Jeunesse (JMJ).<br>Une visite de l'église et des cryptes est proposée chaque samedi à 15h (entrer par le 70 rue de Vaugirard), sauf au mois d'août.<br>Des visites sont également possibles en semaine : contacter <a href=""mailto:accueil@sjdc.fr"">accueil@sjdc.fr</a></p>",Paris,Paris,75006,2026-09-19T08:00:00+00:00,2026-09-20T15:00:00+00:00,"Titre: Visite commentée d'une église au style baroque italien : l'église Saint-Joseph-des-Carmes, un site exceptionnel à Paris
Lieu: Paris (Paris)
Date: du 2026-09-19T08:00:00+00:00 au 2026-09-20T15:00:00+00:00
Description: L'église Saint-Joseph-des-Carmes est un site exceptionnel à Paris. Église au style baroque italien, elle accueille au début du XVIIe siècle la première communauté de frères Carmes Déchaux en France après la réforme menée par sainte Thérèse d'Avila. En 1792, l'église fut transformée en prison pour les prêtres réfractaires refusant de signer la ""Constitution civile du Clergé"". Plus de 110 prêtres et évêques ont été martyrisés le 2 septembre de cette même année dans les jardins attenants à l'église. Une crypte leur est consacrée. Au XIXe siècle, le Père Lacordaire réimplanta l'ordre dominicain en cette église et se lia d'amitié avec Frédéric Ozanam, précurseur du ""catholicisme social"" . Frédéric Ozanam, fondateur des ""Conférences Saint Vincent de Paul"", meurt à 40 ans après s'être dévoué au plus pauvres. Enterré dans la crypte de l'église Saint-Joseph, il a été béatifié en 1997 par le pape Jean-Paul II lors de son voyage à Paris à l'occasion des Journées Mondiales de la Jeunesse (JMJ).
Une visite de l'église et des cryptes est proposée chaque samedi à 15h (entrer par le 70 rue de Vaugirard), sauf au mois d'août.
Des visites sont également possibles en semaine : contacter <a href=""mailto:accueil@sjdc.fr"">accueil@sjdc.fr</a>"
9623430,Requiem pour un fou : David Hallyday,Un seul homme peut revendiquer la légitimité & le talent pour rallumer le feu sur scène  : DAVID HALLYDAY ! 2h de concert live,"<h3><strong>David Hallyday</strong></h3>
<h3><strong>REQUIEM POUR UN FOU</strong></h3>
<h3><strong>LA TOURNÉE CENT POUR CENT HALLYDAY</strong></h3>
<p>En décembre 2017 Johnny nous quitte, en laissant derrière lui des millions de fans orphelins de leur idole…</p>
<p>Un seul homme peut revendiquer la légitimité et le talent pour rallumer le feu sur scène et remettre le nom « Hallyday » dans le cœur de millions de fans.  </p>
<p>Artiste unique au talent immense, multi-récompensé et estimé de tous, il a composé « sang pour sang », l’album le plus vendu de son père qui scellera leur réconciliation.  </p>
<p>Cet artiste, cet homme, ce fils, c’est : DAVID HALLYDAY !</p>
<p>REQUIEM POUR UN FOU<br>L'ÉVÈNEMENT DE L'ANNÉE !</p>
<p>Un spectacle unique en son genre, deux heures de musique qui permettront de découvrir sur scène les répertoires mêlés des deux artistes, la vision unique d’un fils sur l’œuvre de son père, comme un pacte.  </p>
<p>Un spectacle hors du temps où il est question de filiation, de transmission, et d’amour…</p>
<p>CE SPECTACLE NOUS L’ATTENDIONS TOUS, IL VA ENFIN DEVENIR RÉALITÉ !</p>
<p>Le spectacle dure 1h45 à 2h00 environ – pas d’entracte.<br>Bande annonce : <a href=""https://youtu.be/EW9ZpWmV_qY"">https://youtu.be/EW9ZpWmV_qY</a><br>Lien du site internet : <a href=""https://www.requiempourunfou.com/"">https://www.requiempourunfou.com/</a><br>Facebook : <a href=""https://www.facebook.com/davidhallyday/?locale=fr_FR"">https://www.facebook.com/davidhallyday/?locale=fr_FR</a><br>Instagram : <a href=""https://www.instagram.com/david_hallyday/?hl=fr"">https://www.instagram.com/david_hallyday/?hl=fr</a><br>Tarifs Paris : Carré Or : 107€ - Cat. 1 :87€ - Cat.2 : 70€ - Cat. 3 : 40€</p>
<p>Infos groupes et C.E. : Haracom Tél : 03.21.26.52.94<br>Liens billetterie :<br>Le concert extraordinaire : <a href=""https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565/idtier/28239479"">https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565/idtier/28239479</a></p>
<p>Fnac : <a href=""https://www.fnacspectacles.com/event/david-hallyday-requiem-pour-un-fou-tournee-dome-de-paris-20083584/"">https://www.fnacspectacles.com/event/david-hallyday-requiem-pour-un-fou-tournee-dome-de-paris-20083584/</a></p>
<p>Ticketmaster : <a href=""https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565"">https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565</a></p>",Paris,Paris,75015,2025-11-12T19:30:00+00:00,2025-11-12T21:30:00+00:00,"Titre: Requiem pour un fou : David Hallyday
Lieu: Paris (Paris)
Date: du 2025-11-12T19:30:00+00:00 au 2025-11-12T21:30:00+00:00
Description: <h3><strong>David Hallyday</strong></h3>
<h3><strong>REQUIEM POUR UN FOU</strong></h3>
<h3><strong>LA TOURNÉE CENT POUR CENT HALLYDAY</strong></h3>
En décembre 2017 Johnny nous quitte, en laissant derrière lui des millions de fans orphelins de leur idole…
Un seul homme peut revendiquer la légitimité et le talent pour rallumer le feu sur scène et remettre le nom « Hallyday » dans le cœur de millions de fans.  
Artiste unique au talent immense, multi-récompensé et estimé de tous, il a composé « sang pour sang », l’album le plus vendu de son père qui scellera leur réconciliation.  
Cet artiste, cet homme, ce fils, c’est : DAVID HALLYDAY !
REQUIEM POUR UN FOU
L'ÉVÈNEMENT DE L'ANNÉE !
Un spectacle unique en son genre, deux heures de musique qui permettront de découvrir sur scène les répertoires mêlés des deux artistes, la vision unique d’un fils sur l’œuvre de son père, comme un pacte.  
Un spectacle hors du temps où il est question de filiation, de transmission, et d’amour…
CE SPECTACLE NOUS L’ATTENDIONS TOUS, IL VA ENFIN DEVENIR RÉALITÉ !
Le spectacle dure 1h45 à 2h00 environ – pas d’entracte.
Bande annonce : <a href=""https://youtu.be/EW9ZpWmV_qY"">https://youtu.be/EW9ZpWmV_qY</a>
Lien du site internet : <a href=""https://www.requiempourunfou.com/"">https://www.requiempourunfou.com/</a>
Facebook : <a href=""https://www.facebook.com/davidhallyday/?locale=fr_FR"">https://www.facebook.com/davidhallyday/?locale=fr_FR</a>
Instagram : <a href=""https://www.instagram.com/david_hallyday/?hl=fr"">https://www.instagram.com/david_hallyday/?hl=fr</a>
Tarifs Paris : Carré Or : 107€ - Cat. 1 :87€ - Cat.2 : 70€ - Cat. 3 : 40€
Infos groupes et C.E. : Haracom Tél : 03.21.26.52.94
Liens billetterie :
Le concert extraordinaire : <a href=""https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565/idtier/28239479"">https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565/idtier/28239479</a>
Fnac : <a href=""https://www.fnacspectacles.com/event/david-hallyday-requiem-pour-un-fou-tournee-dome-de-paris-20083584/"">https://www.fnacspectacles.com/event/david-hallyday-requiem-pour-un-fou-tournee-dome-de-paris-20083584/</a>
Ticketmaster : <a href=""https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565"">https://www.ticketmaster.fr/fr/manifestation/david-hallyday-billet/idmanif/616565</a>"
7294199,Petite Balade aux Enfers,Compagnie Point Fixe - Christian Hecq et Valérie Lesort,"<p>Orphée a perdu son épouse Eurydice le jour de leur mariage. Il va courageusement la chercher aux Enfers, affrontant monstres et furies. Un spectacle enchanteur pour initier les enfants aux voix lyriques.</p>",Paris,Paris,75002,2026-02-05T09:30:00+00:00,2026-02-08T15:00:00+00:00,"Titre: Petite Balade aux Enfers
Lieu: Paris (Paris)
Date: du 2026-02-05T09:30:00+00:00 au 2026-02-08T15:00:00+00:00
Description: Orphée a perdu son épouse Eurydice le jour de leur mariage. Il va courageusement la chercher aux Enfers, affrontant monstres et furies. Un spectacle enchanteur pour initier les enfants aux voix lyriques."
31710794,"COLLECTIF MIRR : RICARDO IZQUIERDO / SERGIO CRUZ - « Raíces en acuerdo » - 19h00
jeudi 18 sept.",RICARDO IZQUIERDO saxophone SERGIO CRUZ piano,"<p>On dit que les musiciens ne se choisissent pas, ils se reconnaissent. C’est exactement ce qui s’est passé entre Ricardo Izquierdo et Sergio Gruz. Ces deux-là se sont trouvés – comme une évidence. Avec leur projet Raíces en Acuerdo, ils rendent hommage à leurs racines, celles qui vibrent encore sous les notes.<br>Ricardo, saxophoniste cubain, et Sergio, pianiste argentin, replongent dans les musiques qui les ont bercés. Il y a Drume Negrita, berceuse pleine de tendresse, Llora ou encore Cartas de amor que se queman, des chansons d’amour à la fois lumineuses et pleines de fêlures. Et puis il y a La Trunca Norte, rendue célèbre par Mercedes Sosa, et Soledad de Piazzolla, tout en clair-obscur et nostalgie.<br>Mais ici, pas question de reprise sage. Ce duo choisit l’esprit, pas la lettre. Ils se réapproprient les morceaux à leur manière : libre, vivante, habitée. On sent entre eux une vraie alchimie, une écoute fine, une respiration partagée. Leur musique, c’est du dialogue à l’état pur, fluide, intense, parfois brûlant. Comme si leurs instruments se racontaient des secrets.<br>Un duo complice, généreux, et surtout profondément humain.<br><em>Le collectif MIRR est conventionné par la DRAC Ile-de-France en 2024-2025 (renouvellement prévu pour 2026)</em></p>",Paris,Paris,75001,2025-09-18T17:00:00+00:00,2025-09-18T18:00:00+00:00,"Titre: COLLECTIF MIRR : RICARDO IZQUIERDO / SERGIO CRUZ - « Raíces en acuerdo » - 19h00
jeudi 18 sept.
Lieu: Paris (Paris)
Date: du 2025-09-18T17:00:00+00:00 au 2025-09-18T18:00:00+00:00
Description: On dit que les musiciens ne se choisissent pas, ils se reconnaissent. C’est exactement ce qui s’est passé entre Ricardo Izquierdo et Sergio Gruz. Ces deux-là se sont trouvés – comme une évidence. Avec leur projet Raíces en Acuerdo, ils rendent hommage à leurs racines, celles qui vibrent encore sous les notes.
Ricardo, saxophoniste cubain, et Sergio, pianiste argentin, replongent dans les musiques qui les ont bercés. Il y a Drume Negrita, berceuse pleine de tendresse, Llora ou encore Cartas de amor que se queman, des chansons d’amour à la fois lumineuses et pleines de fêlures. Et puis il y a La Trunca Norte, rendue célèbre par Mercedes Sosa, et Soledad de Piazzolla, tout en clair-obscur et nostalgie.
Mais ici, pas question de reprise sage. Ce duo choisit l’esprit, pas la lettre. Ils se réapproprient les morceaux à leur manière : libre, vivante, habitée. On sent entre eux une vraie alchimie, une écoute fine, une respiration partagée. Leur musique, c’est du dialogue à l’état pur, fluide, intense, parfois brûlant. Comme si leurs instruments se racontaient des secrets.
Un duo complice, généreux, et surtout profondément humain.
<em>Le collectif MIRR est conventionné par la DRAC Ile-de-France en 2024-2025 (renouvellement prévu pour 2026)</em>"
